videoId,videoPublishedAt,position,snippet.title,snippet.description,snippet.thumbnails.standard.url,snippet.tags,contentDetails.duration,contentDetails.definition,contentDetails.caption,statistics.viewCount,statistics.likeCount,statistics.commentCount
xfBvi5cUns8,2022-12-15T21:59:07Z,0,"Ethio 360 Special program ''አዳነች አቤቤ በቀድሞ ባለስልጣን ተጋለጠች"" Thursday Dec 15, 2022","Ethio 360 Special program ''አዳነች አቤቤ በቀድሞ ባለስልጣን ተጋለጠች"" Thursday Dec 15, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/xfBvi5cUns8/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT40M22S,hd,false,18369,941,86
BMQkAtXnkwY,2022-12-15T21:51:29Z,1,"Ethio 360 Daily news Thursday Dec 15, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/BMQkAtXnkwY/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT9M36S,hd,false,2121,137,15
NACPF3w5K9M,2022-12-15T20:44:47Z,2,"Ethio 360 Zare Min Ale ""በደም የጨቀየው እልፍኝ ታዳሚዎች"" Thursday Dec 15, 2022","Ethio 360 Zare Min Ale ""በደም የጨቀየው እልፍኝ ታዳሚዎች"" Thursday Dec 15, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/NACPF3w5K9M/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H42M45S,hd,false,86719,3386,69
dORqnIUvvD0,2022-12-15T05:22:05Z,3,"Ethio 360 ከደህንነት ተቋሙ ያፈተለከው ጥብቅ መረጃ Wednesday Dec 14, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/dORqnIUvvD0/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT33M50S,hd,false,96312,2144,183
Z02pFWjcJSk,2022-12-14T20:32:20Z,4,"Ethio 360 Zare Min Ale ""መንግሥታዊ ዝርፊያ ከአዲስ አበባ እስከ ሳይፕረስ! Wednesday Dec 14, 2022","Ethio 360 Zare Min Ale ""መንግሥታዊ ዝርፊያ ከአዲስ አበባ እስከ ሳይፕረስ! Wednesday Dec 14, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/Z02pFWjcJSk/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H1M35S,hd,false,121181,3795,233
_CXiutdzphA,2022-12-14T17:17:04Z,5,"Ethio 360 Daily News Wednesday Dec 14, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/_CXiutdzphA/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT13M12S,hd,false,27872,839,46
blgE2A5LF6U,2022-12-14T04:00:13Z,6,"Ethio 360 የመጨረሻው ምዕራፍ Tuesday Dec 13, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/blgE2A5LF6U/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT32M57S,hd,false,79931,1718,133
uTJm02iLU2c,2022-12-13T22:00:40Z,7,"Ethio 360 Special Program ""የአዲስ አበባን ጉሮሮ ያነቀው ማነው ?"" Tuesday Dec 13, 2022","Ethio 360 Special Program ""የአዲስ አበባን ጉሮሮ ያነቀው ማነው ?"" Tuesday Dec 13, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/uTJm02iLU2c/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H56M54S,hd,false,48359,2150,79
77xao6Evu2Q,2022-12-13T19:40:01Z,8,"Ethio 360 Zare Min Ale ""የኦህዴድ ብልጽግና የነጻ እርምጃ ማስፈራሪያ!"" Tuesday Dec 13, 2022","Ethio 360 Zare Min Ale ""የኦህዴድ ብልጽግና የነጻ እርምጃ ማስፈራሪያ!"" Tuesday Dec 13, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/77xao6Evu2Q/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H27M39S,hd,false,139954,4309,218
MDqwpjny4XY,2022-12-13T17:36:13Z,9,"Ethio 360 ጠቅላይ ሚኒስትሩ በዋሽንግተን ዲሲ የገጠማቸው የተቃውሞ ሰልፍ Tuesday Dec 13, 2022","Ethio 360 ጠቅላይ ሚኒስትሩ በዋሽንግተን ዲሲ የገጠማቸው የተቃውሞ ሰልፍ Tuesday Dec 13, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/MDqwpjny4XY/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT46M36S,hd,false,134094,4051,425
0UMY-aoacD4,2022-12-13T16:44:02Z,10,"Ethio 360 የተቃውሞ የተቃውሞ ሰልፍ በዋሽንግተን ዲሲ Tuesday Dec 13, 2022","Ethio 360 የተቃውሞ የተቃውሞ ሰልፍ በዋሽንግተን ዲሲ Tuesday Dec 13, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/0UMY-aoacD4/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT8M34S,hd,false,20293,513,44
Ecjimd2RFs4,2022-12-13T16:32:48Z,11,"Ethio 360 የተቃውሞ የተቃውሞ ሰልፍ በዋሽንግተን ዲሲ Tuesday Dec 13, 2022","Ethio 360 የተቃውሞ የተቃውሞ ሰልፍ በዋሽንግተን ዲሲ Tuesday Dec 13, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/Ecjimd2RFs4/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT6M29S,hd,false,15675,395,22
h8NgM2qC-UM,2022-12-13T16:20:19Z,12,"Ethio 360 የተቃውሞ የተቃውሞ ሰልፍ በዋሽንግተን ዲሲ Tuesday Dec 13, 2022","Ethio 360 የተቃውሞ የተቃውሞ ሰልፍ በዋሽንግተን ዲሲ Tuesday Dec 13, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/h8NgM2qC-UM/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT4M27S,hd,false,9964,277,24
33FSvhc6V4Q,2022-12-13T03:49:23Z,13,"Ethio 360 ''የዐብይ አህመድ የሞት መንገድ'' Monday Dec 12, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/33FSvhc6V4Q/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT31M18S,hd,false,112716,2140,232
bC1ULd2O_xI,2022-12-12T20:02:20Z,14,"Ethio 360 Zare Min Ale ''የእነ አዳነች አበቤ ስውር እቅድ'' Monday Dec 12, 2022","Ethio 360 Zare Min Ale ''የእነ አዳነች አበቤ ስውር እቅድ'' Monday Dec 12, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/bC1ULd2O_xI/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H56M40S,hd,false,163246,5011,327
rk9a4zHCWbU,2022-12-12T18:19:24Z,15,"Ethio 360 Daily News Monday Dec 12, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/rk9a4zHCWbU/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT17M47S,hd,false,46089,1162,75
oCjGwyWuoqM,2022-12-12T03:26:47Z,16,"Ethio 360 ''እየጨፈጨፉ ሌላ ትርክት መፍጠር አይሰራም'' Sunday Dec 12, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/oCjGwyWuoqM/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT30M3S,hd,false,41843,980,112
rvlc-r66Kdk,2022-12-11T20:36:39Z,17,"Ethio 360 Zare Min Ale ''ከመጋረጃ በስተጀርባ...'' Sunday Dec 11, 2022","Ethio 360 Zare Min Ale ''ከመጋረጃ በስተጀርባ...'' Sunday Dec 11, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/rvlc-r66Kdk/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H12M35S,hd,false,131849,3763,251
tBrM6Wm7TPY,2022-12-11T11:08:45Z,18,Ethio 360 Biruk Yibas wolega,"Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/tBrM6Wm7TPY/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT41M59S,hd,false,11362,391,54
V0HRDKTUK34,2022-12-11T01:10:55Z,19,"Ethio 360 Special Program ''በወቅታዊ ጉዳይ ከዲሲ ግብረኃይል ጋር'' Saturday Dec 10, 2022","Ethio 360 Special Program ''በወቅታዊ ጉዳይ ከዲሲ ግብረኃይል ጋር'' Saturday Dec 10, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/V0HRDKTUK34/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H25M21S,hd,false,35609,1500,96
3HGQG8ShXiE,2022-12-10T21:50:31Z,20,"Ethio 360 Zare Min Ale ''የ4 ኪሎውን ቡድን በመረጃ'' Saturday Dec 10, 2022","Ethio 360 Zare Min Ale ''የ4 ኪሎውን ቡድን በመረጃ'' Saturday Dec 10, 2022
Mereja Tv;https://youtu.be/3HGQG8ShXiE
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/3HGQG8ShXiE/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H47M17S,hd,false,153818,6693,319
8cyTyaOzc4E,2022-12-10T18:09:04Z,21,Ethio 360 Biruk Yibas ልዩ ዝግጅት በወለጋ አሁን ካለው ሁኔታ  የወደፊቱ  ይብሳል በግ እያሉ ይገድሉናል የአማራ ተወላጆች ።,"Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/8cyTyaOzc4E/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT5M16S,hd,false,18703,704,39
tn2SkGR5K34,2022-12-10T05:52:09Z,22,"Ethio 360 የኦህዴድ ፖለቲካ ከቤተክህነት እስከ ሐዋሳ Friday Saturday Dec 09, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/tn2SkGR5K34/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT32M52S,hd,false,27085,605,59
hsDqyASIaxM,2022-12-10T01:01:27Z,23,"Ethio 360  ሁለንተናዊ ዕይታ ""የእርስ በርስ ፍጅት መንገድ..."" Friday Dec 9, 2022","Ethio 360  ሁለንተናዊ ዕይታ ""የእርስ በርስ ፍጅት መንገድ..."" Friday Dec 9, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/hsDqyASIaxM/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H21M9S,hd,false,20690,732,54
sZyc890YPOA,2022-12-09T20:27:15Z,24,"Ethio 360 Zare Min Ale ''የዐብይ አህመድ የሐዋሳው ቅሌት!'' Friday Dec 9, 2022","Ethio 360 Zare Min Ale ''የዐብይ አህመድ የሐዋሳው ቅሌት!'' Friday Dec 9, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/sZyc890YPOA/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H17M40S,hd,false,166596,5023,190
eSJlF9XloMw,2022-12-09T17:46:52Z,25,"Ethio 360 Daily News Friday Dec 09, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/eSJlF9XloMw/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT14M23S,hd,false,38284,982,76
ymMN-h5UP3s,2022-12-09T06:36:23Z,26,"Ethio 360 ማስረጃው ከኛ በላይ ይናገራል Thursday Dec 08, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/ymMN-h5UP3s/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT22M57S,hd,false,111448,2341,342
Fi8Z8UyDhOY,2022-12-08T19:52:13Z,27,"Ethio 360 Zare Min Ale""መሃሉ ዳር ሲሆን!"" Thursday Dec 8, 2022","Ethio 360 Zare Min Ale""መሃሉ ዳር ሲሆን!"" Thursday Dec 8, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/Fi8Z8UyDhOY/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H8M10S,hd,false,150661,4651,385
hVV0TzHjsTM,2022-12-08T17:17:35Z,28,"Ethio 360 Daily News Thursday Dec 08, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/hVV0TzHjsTM/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT11M14S,hd,false,48276,1111,78
buHqw2hFeR4,2022-12-08T04:04:08Z,29,"Ethio 360 በአማራ ደም የሰከረው የኦህዴድ ሸንጎ Wednesday Dec 7, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/buHqw2hFeR4/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT26M32S,hd,false,63061,1486,188
xL9xl2PFP3Y,2022-12-07T20:24:30Z,30,"Ethio 360 Zare Min Ale ''የዐብይ አህመድ ቅጥፈቶችና  የቅዱስ ሲኖዶሱ አቋም"" Wednesday Dec 7, 2022","Ethio 360 Zare Min Ale ''የዐብይ አህመድ ቅጥፈቶችና  የቅዱስ ሲኖዶሱ አቋም"" Wednesday Dec 7, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/xL9xl2PFP3Y/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H20M51S,hd,false,153885,4932,247
6gheLdEMR7g,2022-12-07T17:52:38Z,31,"Ethio 360 Daily News Wednesday Dec 07, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/6gheLdEMR7g/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT10M29S,hd,false,26139,751,60
9wN1hwMU3kM,2022-12-06T22:57:03Z,32,"Ethio 360 Daily News Tuesday Dec 06, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/9wN1hwMU3kM/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT16M21S,hd,false,32606,831,81
3CgssGrHlv0,2022-12-06T20:44:14Z,33,"Ethio 360 Special Program ''ማባሪያ ያጣው የአማራን ህዝብ የማጥፋት ዘመቻ'' Tuesday Dec 6, 2022","Ethio 360 Special Program ''ማባሪያ ያጣው የአማራን ህዝብ የማጥፋት ዘመቻ'' Tuesday Dec 6, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/3CgssGrHlv0/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H16M9S,hd,false,80327,2895,279
M1kP9jDRqP4,2022-12-06T19:23:19Z,34,"Ethio 360 Zare Min Ale "" ራሱ ገርፎ ራሱ የሚጮህ አገዛዝ!"" Tuesday Dec 6, 2022","Ethio 360 Zare Min Ale "" ራሱ ገርፎ ራሱ የሚጮህ አገዛዝ!"" Tuesday Dec 6, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/M1kP9jDRqP4/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H41M49S,hd,false,125750,3649,290
jkUNhffpIdI,2022-12-06T05:36:33Z,35,"Ethio 360 ከአማራ እልቂት በስተጀርባ ያለው እውነታ Monday Dec 5, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/jkUNhffpIdI/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT27M6S,hd,false,71981,1664,184
sg5vp9wvuO8,2022-12-05T20:06:01Z,36,"Ethio 360 Daily News Monday Dec 5, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/sg5vp9wvuO8/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT13M,hd,false,39561,980,97
h8mlrQFmxZo,2022-12-05T19:34:29Z,37,"Ethio 360 Zare Min Ale ""የአረመኔዎች ጀምበር ያልጠለቀባት አገር"" Monday Dec 5, 2022","Ethio 360 Zare Min Ale ""የአረመኔዎች ጀምበር ያልጠለቀባት አገር"" Monday Dec 5, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/h8mlrQFmxZo/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H46M7S,hd,false,150208,4509,243
YV9Dau6P6Q0,2022-12-04T19:14:07Z,38,"Ethio 360 Zare Min Ale ""ለብሔራዊ ውርደታችን ተጠያቂው ማነው?"" Sunday Dec 4, 2022","Ethio 360 Zare Min Ale ""ለብሔራዊ ውርደታችን ተጠያቂው ማነው?"" Sunday Dec 4, 2022
Mereja Tv; https://gofund.me/a975b676
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/YV9Dau6P6Q0/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H24M50S,hd,false,124457,3669,341
wHw_FgwGRY0,2022-12-04T08:04:30Z,39,"Ethio 360 የአንድ አገር ሁለት ዜጎች Saturday Dec 03, 2022","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/wHw_FgwGRY0/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT28M17S,hd,false,43866,980,147
