videoId,videoPublishedAt,position,snippet.title,snippet.description,snippet.thumbnails.standard.url,snippet.tags,contentDetails.duration,contentDetails.definition,contentDetails.caption,statistics.viewCount,statistics.likeCount,statistics.commentCount
G_cm9GOdchk,2023-02-09T05:38:36Z,10,"Ethio 360 Special Program ''ከወንጌላውያን  አብያተክርስቲያናት ፖስተተሮች ጋር  የተደረገ ውይይት!'' Wednesday Feb 08, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/G_cm9GOdchk/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT51M59S,hd,false,73217,2083,213
3weG-e1DTbo,2023-02-09T00:50:53Z,11,"Ethio 360 Zare Min Ale ''የአገዛዙ የነፃ እርምጃ  እና የኦርቶዶክሳዊያን ተጋድሎ!'' Wednesday Feb 9, 2023","Ethio 360 Zare Min Ale ''የአገዛዙ የነፃ እርምጃ  እና የኦርቶዶክሳዊያን ተጋድሎ!'' Wednesday Feb 9, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/3weG-e1DTbo/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT5H39M27S,hd,false,312158,12523,342
hGcKozDLSss,2023-02-08T19:21:52Z,12,"Ethio 360 Daily News Wednesday Feb 08, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/hGcKozDLSss/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT13M6S,hd,false,74168,2236,122
6nTIUO4Di2g,2023-02-08T03:02:46Z,13,"Ethio 360 ''የአዲስ አበባ ነዋሪዎች ቁጣና እውነታ!'' Feb 7, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/6nTIUO4Di2g/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT14M49S,hd,false,102877,2590,179
xznCtDjls0w,2023-02-07T23:27:00Z,14,"Ethio 360 Special Program ""ሀገር ማቅ ለበሰች!'' Wednesday Feb 8, 2023","Ethio 360 Special Program ""ሀገር ማቅ ለበሰች!'' Wednesday Feb 8, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/xznCtDjls0w/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H7M46S,hd,false,53852,2358,189
1jZVec9Db4Y,2023-02-07T22:21:08Z,15,"Ethio 360 Zare Min Ale ""ኦርቶዶክሳዊ ተጋድሎ የወለደው የገዥው ፓርቲ መናጋት!"" Tuesday Feb 7, 2023","Ethio 360 Zare Min Ale ""ኦርቶዶክሳዊ ተጋድሎ የወለደው የገዥው ፓርቲ መናጋት!"" Tuesday Feb 7, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/1jZVec9Db4Y/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT3H54M34S,hd,false,295929,10330,426
BgrnNoktaGw,2023-02-07T17:09:31Z,16,"Ethio 360 Daily News Tuesday Feb 7, 2023","Ethio 360 Daily News Tuesday Feb 7, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/BgrnNoktaGw/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT15M51S,hd,false,72086,2642,123
TsveRHh0tLM,2023-02-06T23:11:49Z,17,"Ethio 360 Daily Zare Min Ale ""ኦርቶዶክሳዊ ተጋድሎ በተግባር!"" Monday Feb 6, 2023","Ethio 360 Daily Zare Min Ale ""ኦርቶዶክሳዊ ተጋድሎ በተግባር!"" Monday Feb 6, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/TsveRHh0tLM/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT5H14M43S,hd,false,307744,10563,445
BWIV8to6L3A,2023-02-06T16:34:39Z,18,"Ethio 360 Daily News Monday Feb 6, 2023","Ethio 360 Daily News Monday Feb 6, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/BWIV8to6L3A/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT11M18S,hd,false,74444,2688,85
Yjb79v_fMQA,2023-02-06T02:53:02Z,19,Ethio360  ልዩ ዝግጀት በጉራጌ ሀዝብ ላይ ያንዣበበው አደጋ 23 Feb  2023,"Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/Yjb79v_fMQA/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H57M25S,hd,false,26492,876,85
zNe4joNlZQw,2023-02-05T23:58:21Z,20,"Ethio 360 Special Program ''መንግሥት መራሹ መፈንቅለ ሲኖዶስና የቤተክርስቲያን ማቅ መልበስ !!'' Sunday 05, 2023","Ethio 360 Special Program ''መንግሥት መራሹ መፈንቅለ ሲኖዶስና የቤተክርስቲያን ማቅ መልበስ !!'' Sunday 05, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/zNe4joNlZQw/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT5H31M45S,hd,false,328522,11267,466
TCWdp-1y1W0,2023-02-05T01:11:20Z,21,"Ethio 360 Special Program  ''አገዛዙ በይፋ የጀመረው ጦርነት"" Saturday 04, 2023","Ethio 360 Special Program  ''አገዛዙ በይፋ የጀመረው ጦርነት"" Saturday 04, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/TCWdp-1y1W0/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT6H18M18S,hd,false,369871,15947,563
wMMrg-HdxnU,2023-02-04T05:30:11Z,22,"Ethio 360 በማስረጃ የተጋለጠው የዐብይ አህመድ ሴራ Friday Feb 03, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/wMMrg-HdxnU/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT39M14S,hd,false,75302,1655,188
GRVGKyF92bs,2023-02-04T04:53:22Z,23,Ethio 360 Biruk Yibas Tirekaሃይማኖታችሁን ተከላከሉ!2,"Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/GRVGKyF92bs/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT27M33S,hd,false,60334,2089,152
twrCbGJSwHA,2023-02-03T22:40:01Z,24,"Ethio 360  ሁለንተናዊ ዕይታ ""እልቂት እና ጦርነት አከፋፋዩ ቤተ-መንግስት!"" Friday Feb. 03, 2023","Ethio 360  ሁለንተናዊ ዕይታ ""እልቂት እና ጦርነት አከፋፋዩ ቤተ-መንግስት!"" Friday Feb. 03, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/twrCbGJSwHA/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H4M3S,hd,false,107882,2647,362
RcxqYV83opE,2023-02-03T19:40:11Z,25,"Ethio 360 Zare Min Ale ''የሲኖዶሱ ጥሪና የአገዛዙ ምላሽ?""' Friday Feb. 03, 2023","Ethio 360 Zare Min Ale ''የሲኖዶሱ ጥሪና የአገዛዙ ምላሽ?""' Friday Feb. 03, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/RcxqYV83opE/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H53M17S,hd,false,196651,6671,437
Dwu6QTEFnSM,2023-02-03T17:22:56Z,26,"Ethio 360 Daily News Friday Feb 03, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/Dwu6QTEFnSM/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT13M11S,hd,false,54495,1457,78
pEftwdiikx4,2023-02-03T06:16:13Z,27,"Ethio 360 የዐብይ አህመድ አገር የመናድ ስውር ዓላማ Thursday Feb 02, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/pEftwdiikx4/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT42M21S,hd,false,37179,826,106
-0x5G3Hkw8A,2023-02-02T22:47:42Z,28,"Ethio 360 Special Program ''በቤተ ክርስቲያን ላይ የተመዘዘው የፖለቲካ ሰይፍና የካህናቱ ምላሽ'' Thursday Feb. 02, 2023","Ethio 360 Special Program ''በቤተ ክርስቲያን ላይ የተመዘዘው የፖለቲካ ሰይፍና የካህናቱ ምላሽ'' Thursday Feb. 02, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/-0x5G3Hkw8A/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H3M33S,hd,false,58157,2340,124
yyOGHW89X0s,2023-02-02T20:23:45Z,29,"Ethio 360 Zare Min Ale ''የጥፋት ዘመቻው በኦርቶዶክስ ቤ/ክ ወይስ  በኢትዮጵያ ላይ ?"" Thursday Feb. 02, 2023","Ethio 360 Zare Min Ale ''የዐብይ አህመድ የፍራቻ መግለጫ እና የሲኖዶሱ ጥሪ!"" Wednesday Feb. 02, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/yyOGHW89X0s/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H14M8S,hd,false,182637,6281,386
V8DJhebFqcw,2023-02-02T17:31:54Z,30,"Ethio 360 Daily News Thursday Feb 02, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/V8DJhebFqcw/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT11M41S,hd,false,68126,1995,100
dbhtgNwKlE8,2023-02-02T07:23:03Z,31,"Ethio 360 ''የጀርባው ሴራና የፊት ለፊቱ መግለጫ !'' Wednesday Feb 01, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/dbhtgNwKlE8/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT48M25S,hd,false,72790,1807,207
LKpmWxG-cp4,2023-02-01T22:01:34Z,32,"Ethio 360 Zare Min Ale ''የዐብይ አህመድ የፍራቻ መግለጫ እና የሲኖዶሱ ጥሪ!"" Wednesday Feb. 01, 2023","Ethio 360 Zare Min Ale ''የዐብይ አህመድ የፍራቻ መግለጫ እና የሲኖዶሱ ጥሪ!"" Wednesday Feb. 01, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/LKpmWxG-cp4/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H42M27S,hd,false,219900,8008,364
2EK-NzAoM1k,2023-02-01T17:58:21Z,33,"Ethio 360 Daily News Wednesday Feb 01, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/2EK-NzAoM1k/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT9M25S,hd,false,38781,1277,53
BoXiuwRLduQ,2023-02-01T17:29:31Z,34,"Ethio 360 Special Program ''የዋሽንግተን ዲሲ  ሰላማዊ ሰልፍ '' Wednesday Feb. 01, 2023","Ethio 360 Special Program ''የዋሽንግተን ዲሲ  ሰላማዊ ሰልፍ '' Wednesday Feb. 01, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/BoXiuwRLduQ/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT58M29S,hd,false,95827,3953,243
F3WmT1la_es,2023-02-01T03:00:06Z,35,"Ethio 360 የዐብይ አህመድ ነውር እና የመጨረሻው  ግብግብ Tuesday Jan 31, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/F3WmT1la_es/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT51M5S,hd,false,240587,5002,756
bVyNH19YPLs,2023-01-31T22:00:31Z,36,"Ethio 360 Special Program ''የዋሽንግተን ዲሲ  ሰላማዊ ሰልፍ ጉዳይ'' Tuesday Jan 31, 2023","Ethio 360 Special Program ''የዋሽንግተን ዲሲ  ሰላማዊ ሰልፍ ጉዳይ'' Tuesday Jan 31, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/bVyNH19YPLs/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT1H9M21S,hd,false,64697,2537,188
s6esTt65wgA,2023-01-31T20:44:21Z,37,"Ethio 360 Zare Min Ale ''የህልውና አደጋ እና የህዝባዊ ተቃውሞ ጅማሮ'' Tuesday Jan 31, 2023","Ethio 360 Zare Min Ale ''የህልውና አደጋ እና የህዝባዊ ተቃውሞ ጅማሮ'' Tuesday Jan 31, 2023
https://mereja.tv/index/

#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/s6esTt65wgA/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT2H41M43S,hd,false,206772,6827,445
zhfyjqoZep0,2023-01-31T17:35:55Z,38,"Ethio 360 Daily News Tuesday Jan 31, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/zhfyjqoZep0/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT11M14S,hd,false,35762,970,25
_gP6TDvu2dQ,2023-01-31T03:52:09Z,39,"Ethio 360 ከህዝብ እይታ ማምለጥ ያልቻለው ሴራ Monday Jan 30, 2023","Follow us on Facebook: https://www.facebook.com/EthioJournalists
#Ethio360 #ZareMenAle #Ethiopia #Addisababa #Ethiopianpoltics #Ethiopian #AbiyAhmed #EthiopianFederalism #EthiopianElection #DrDanielBekele #Ethiopianflag #EthiopianRegions #habesha",https://i.ytimg.com/vi/_gP6TDvu2dQ/sddefault.jpg,"['Ethio 360 Media', 'ESAT', 'ESAT eletawi', 'Min ale zare']",PT36M57S,hd,false,78615,1697,150
